performance_score,avg_training_score,training_efficiency,score_per_age,previous_year_rating,award_score,recruitment_channel_sourcing,gender_m,awards_won?,department_Sales & Marketing,joining_age,length_of_service,training_frequency,region_region_2,education_Master's & above,no_of_trainings,department_Operations,age,experience_ratio,department_Procurement,is_promoted
48.0,48,24.0,1.455,1.0,0,0,1,0,1,29,4,0.4,0,0,2,0,33,0.121,0,0
290.0,58,58.0,1.706,5.0,0,0,0,0,0,27,7,0.125,1,1,1,1,34,0.206,0,0
252.0,63,63.0,1.8,4.0,0,0,1,0,1,32,3,0.25,1,0,1,0,35,0.086,0,1
237.0,79,39.5,3.292,3.0,0,0,1,0,0,23,1,1.0,0,0,2,0,24,0.042,0,0
350.0,70,70.0,2.414,5.0,0,1,0,0,0,23,6,0.143,0,0,1,0,29,0.207,1,0
264.0,88,88.0,2.933,3.0,0,1,1,0,0,25,5,0.167,0,0,1,0,30,0.167,0,0
219.0,73,73.0,1.587,3.0,0,0,0,0,0,39,7,0.125,1,0,1,0,46,0.152,1,0
208.0,52,52.0,1.857,4.0,0,0,0,0,1,24,4,0.2,0,0,1,0,28,0.143,0,0
295.0,59,59.0,1.073,5.0,0,0,0,0,0,43,12,0.077,0,1,1,1,55,0.218,0,0
310.0,62,62.0,1.378,5.0,0,0,0,0,0,39,6,0.143,0,0,1,1,45,0.133,0,0
85.0,85,42.5,2.576,1.0,0,1,0,0,0,26,7,0.25,0,1,2,0,33,0.212,0,0
120.0,60,60.0,1.395,2.0,0,0,0,0,0,31,12,0.077,0,0,1,1,43,0.279,0,0
255.0,85,42.5,2.361,3.0,0,0,0,0,0,29,7,0.25,0,0,2,0,36,0.194,0,0
177.0,59,59.0,2.107,3.0,0,1,1,0,0,24,4,0.2,0,0,1,1,28,0.143,0,0
455.0,91,91.0,3.138,5.0,0,0,0,0,0,24,5,0.167,0,0,1,0,29,0.172,0,1
290.0,58,58.0,1.487,5.0,0,0,0,0,0,29,10,0.091,0,1,1,1,39,0.256,0,0
258.0,86,43.0,2.966,3.0,0,1,1,0,0,24,5,0.333,0,0,2,0,29,0.172,0,0
250.0,50,50.0,1.613,5.0,0,1,1,0,1,25,6,0.143,0,0,1,0,31,0.194,0,0
249.0,83,83.0,2.184,3.0,0,0,0,0,0,30,8,0.111,0,0,1,0,38,0.211,0,0
246.0,82,41.0,2.0,3.0,0,0,1,0,0,36,5,0.333,0,1,2,0,41,0.122,0,0
156.0,52,52.0,1.576,3.0,0,0,1,0,1,29,4,0.2,0,0,1,0,33,0.121,0,0
65.0,65,32.5,2.6,1.0,0,1,1,0,0,22,3,0.5,1,0,2,0,25,0.12,1,0
116.0,58,58.0,1.933,2.0,0,0,1,0,0,28,2,0.333,0,0,1,0,30,0.067,0,0
177.0,59,59.0,1.967,3.0,0,0,1,0,1,29,1,0.5,0,0,1,0,30,0.033,0,1
285.0,57,57.0,1.676,5.0,0,1,1,0,0,31,3,0.25,0,1,1,1,34,0.088,0,0
183.0,61,61.0,2.103,3.0,0,1,1,0,0,28,1,0.5,0,0,1,1,29,0.034,0,0
71.0,71,71.0,2.029,1.0,0,0,1,0,0,27,8,0.111,1,1,1,0,35,0.229,1,0
312.0,78,78.0,2.516,4.0,0,0,0,0,0,21,10,0.091,0,0,1,0,31,0.323,0,0
198.0,66,66.0,2.0,3.0,0,0,1,0,0,30,3,0.25,0,0,1,0,33,0.091,1,1
196.0,49,49.0,2.333,4.0,0,1,0,0,1,19,2,0.333,1,0,1,0,21,0.095,0,0
395.0,79,79.0,2.257,5.0,0,0,0,0,0,28,7,0.125,0,1,1,0,35,0.2,0,1
186.0,62,31.0,1.938,3.0,0,1,1,0,0,26,6,0.286,0,0,2,1,32,0.188,0,1
189.0,63,63.0,1.703,3.0,0,1,1,0,0,35,2,0.333,0,0,1,1,37,0.054,0,0
49.0,49,24.5,1.581,1.0,0,0,1,0,1,24,7,0.25,1,0,2,0,31,0.226,0,0
144.0,48,24.0,1.455,3.0,0,0,1,0,1,28,5,0.333,0,0,2,0,33,0.152,0,0
156.0,52,8.667,1.209,3.0,0,1,1,0,1,30,13,0.429,0,0,6,0,43,0.302,0,0
144.0,48,48.0,1.116,3.0,0,1,1,0,1,40,3,0.25,0,0,1,0,43,0.07,0,0
243.0,81,81.0,2.531,3.0,0,1,1,0,0,22,10,0.091,0,1,1,0,32,0.312,0,0
128.0,64,64.0,1.882,2.0,0,0,1,0,0,26,8,0.111,0,0,1,1,34,0.235,0,0
284.0,71,71.0,1.972,4.0,0,0,0,0,0,34,2,0.333,1,0,1,0,36,0.056,1,0
230.0,46,46.0,1.243,5.0,0,0,1,0,1,35,2,0.333,0,1,1,0,37,0.054,0,0
228.0,57,57.0,1.839,4.0,0,1,1,0,1,24,7,0.125,0,0,1,0,31,0.226,0,0
153.0,51,25.5,1.342,3.0,0,0,1,0,1,32,6,0.286,0,1,2,0,38,0.158,0,0
67.0,67,67.0,2.481,1.0,0,0,1,0,0,25,2,0.333,0,0,1,0,27,0.074,1,0
296.0,74,74.0,2.643,4.0,0,0,0,0,0,26,2,0.333,0,0,1,0,28,0.071,0,0
76.0,76,76.0,1.382,1.0,0,0,0,0,0,41,14,0.067,1,1,1,0,55,0.255,0,0
70.0,70,70.0,2.5,1.0,0,1,1,0,0,23,5,0.167,0,0,1,0,28,0.179,1,0
159.0,53,53.0,1.893,3.0,53,0,1,1,0,27,1,0.5,0,0,1,0,28,0.036,0,1
153.0,51,51.0,1.378,3.0,0,1,0,0,0,35,2,0.333,0,1,1,0,37,0.054,0,0
158.0,79,79.0,2.633,2.0,0,0,0,0,0,24,6,0.143,0,0,1,0,30,0.2,0,0
320.0,64,64.0,1.829,5.0,0,0,0,0,0,26,9,0.1,0,1,1,1,35,0.257,0,0
150.0,50,50.0,1.429,3.0,50,1,1,1,1,29,6,0.143,1,1,1,0,35,0.171,0,1
47.0,47,47.0,1.621,1.0,0,1,1,0,1,23,6,0.143,0,0,1,0,29,0.207,0,0
252.0,84,84.0,2.625,3.0,0,1,0,0,0,26,6,0.143,0,1,1,0,32,0.188,0,0
51.0,51,51.0,0.981,1.0,0,0,0,0,0,45,7,0.125,1,0,1,0,52,0.135,0,0
305.0,61,61.0,1.794,5.0,0,1,1,0,0,27,7,0.125,0,0,1,1,34,0.206,0,0
195.0,65,65.0,2.321,3.0,0,1,0,0,0,27,1,0.5,0,0,1,0,28,0.036,1,0
261.0,87,87.0,3.0,3.0,0,1,1,0,0,23,6,0.143,0,0,1,0,29,0.207,0,0
138.0,46,46.0,1.353,3.0,0,1,1,0,1,32,2,0.333,0,0,1,0,34,0.059,0,0
245.0,49,49.0,1.581,5.0,0,1,1,0,1,25,6,0.143,0,0,1,0,31,0.194,0,1
272.0,68,68.0,2.429,4.0,0,0,1,0,0,23,5,0.167,0,0,1,0,28,0.179,1,0
204.0,68,68.0,1.619,3.0,0,1,1,0,0,29,13,0.071,1,0,1,0,42,0.31,1,0
250.0,50,25.0,1.786,5.0,0,0,1,0,1,26,2,0.667,0,1,2,0,28,0.071,0,0
435.0,87,43.5,3.222,5.0,0,1,1,0,0,23,4,0.4,0,0,2,0,27,0.148,0,0
87.0,87,87.0,3.222,1.0,0,0,0,0,0,24,3,0.25,0,0,1,0,27,0.111,0,0
260.0,52,52.0,1.733,5.0,0,0,1,0,0,25,5,0.167,0,0,1,0,30,0.167,0,0
360.0,72,36.0,2.571,5.0,0,1,0,0,0,24,4,0.4,0,0,2,0,28,0.143,1,0
236.0,59,59.0,1.967,4.0,0,0,1,0,0,28,2,0.333,0,0,1,0,30,0.067,0,1
255.0,51,51.0,1.594,5.0,0,1,1,0,1,27,5,0.167,0,0,1,0,32,0.156,0,0
174.0,58,58.0,2.762,3.0,0,0,0,0,0,20,1,0.5,1,0,1,1,21,0.048,0,0
305.0,61,30.5,1.564,5.0,0,0,1,0,0,33,6,0.286,0,1,2,1,39,0.154,0,0
270.0,90,90.0,2.143,3.0,0,0,1,0,0,35,7,0.125,0,1,1,0,42,0.167,0,0
240.0,60,60.0,1.667,4.0,0,1,0,0,0,34,2,0.333,1,1,1,1,36,0.056,0,0
144.0,48,48.0,1.297,3.0,0,0,1,0,1,28,9,0.1,0,1,1,0,37,0.243,0,0
308.0,77,77.0,1.833,4.0,0,0,0,0,0,36,6,0.143,0,1,1,0,42,0.143,0,0
204.0,51,51.0,1.342,4.0,0,0,1,0,0,35,3,0.25,1,0,1,0,38,0.079,0,0
252.0,63,63.0,2.172,4.0,0,0,1,0,0,26,3,0.25,0,0,1,0,29,0.103,0,0
174.0,58,58.0,2.148,3.0,0,1,1,0,0,26,1,0.5,0,0,1,1,27,0.037,0,0
252.0,63,63.0,1.212,4.0,0,1,1,0,0,40,12,0.077,1,1,1,1,52,0.231,0,0
258.0,86,86.0,3.071,3.0,0,1,1,0,0,25,3,0.25,0,1,1,0,28,0.107,0,0
395.0,79,79.0,2.394,5.0,0,1,1,0,0,25,8,0.111,0,0,1,0,33,0.242,0,0
395.0,79,39.5,2.324,5.0,0,0,1,0,0,26,8,0.222,0,1,2,0,34,0.235,0,0
153.0,51,51.0,1.342,3.0,0,0,1,0,1,35,3,0.25,0,1,1,0,38,0.079,0,0
231.0,77,77.0,2.265,3.0,0,0,1,0,0,29,5,0.167,0,0,1,0,34,0.147,0,0
96.0,48,12.0,1.333,2.0,0,0,1,0,1,30,6,0.571,1,0,4,0,36,0.167,0,0
146.0,73,73.0,2.808,2.0,0,1,1,0,0,24,2,0.333,0,0,1,0,26,0.077,0,0
172.0,86,86.0,2.688,2.0,0,1,1,0,0,28,4,0.2,0,0,1,0,32,0.125,0,0
184.0,46,46.0,1.353,4.0,0,1,1,0,1,28,6,0.143,0,1,1,0,34,0.176,0,0
150.0,75,37.5,1.442,2.0,0,0,0,0,0,45,7,0.25,1,1,2,0,52,0.135,1,0
188.0,47,47.0,1.27,4.0,0,0,1,0,1,35,2,0.333,0,0,1,0,37,0.054,0,0
475.0,95,95.0,1.863,5.0,0,1,0,0,0,28,23,0.042,1,1,1,1,51,0.451,0,1
186.0,62,31.0,2.067,3.0,0,0,1,0,0,27,3,0.5,0,0,2,0,30,0.1,0,0
62.0,62,62.0,1.319,1.0,0,1,0,0,0,45,2,0.333,1,0,1,1,47,0.043,0,0
204.0,51,51.0,1.5,4.0,0,1,1,0,1,29,5,0.167,0,1,1,0,34,0.147,0,0
183.0,61,61.0,2.259,3.0,0,0,1,0,0,26,1,0.5,0,0,1,1,27,0.037,0,0
261.0,87,87.0,2.175,3.0,0,1,1,0,0,27,13,0.071,0,0,1,0,40,0.325,0,0
250.0,50,50.0,1.613,5.0,0,0,0,0,0,24,7,0.125,0,0,1,0,31,0.226,0,0
147.0,49,49.0,1.4,3.0,0,1,1,0,0,25,10,0.091,0,1,1,0,35,0.286,0,0
106.0,53,53.0,1.828,2.0,0,1,1,0,1,25,4,0.2,0,0,1,0,29,0.138,0,0
240.0,60,60.0,1.714,4.0,0,1,1,0,0,32,3,0.25,0,0,1,1,35,0.086,0,0
355.0,71,35.5,2.152,5.0,71,0,1,1,0,26,7,0.25,0,0,2,0,33,0.212,0,1
170.0,85,85.0,3.269,2.0,0,1,1,0,0,25,1,0.5,0,0,1,0,26,0.038,0,0
380.0,76,76.0,2.452,5.0,0,0,1,0,0,28,3,0.25,1,0,1,0,31,0.097,0,0
234.0,78,39.0,2.786,3.0,0,1,1,0,0,26,2,0.667,0,0,2,0,28,0.071,0,0
305.0,61,61.0,2.033,5.0,0,0,1,0,0,26,4,0.2,0,0,1,0,30,0.133,0,0
147.0,49,49.0,1.361,3.0,0,0,0,0,0,30,6,0.143,0,0,1,0,36,0.167,0,0
219.0,73,73.0,2.212,3.0,0,1,0,0,0,27,6,0.143,1,0,1,0,33,0.182,1,0
340.0,68,34.0,2.0,5.0,0,0,1,0,0,27,7,0.25,1,1,2,0,34,0.206,1,0
116.0,58,58.0,1.758,2.0,0,1,1,0,0,30,3,0.25,0,0,1,1,33,0.091,0,0
201.0,67,67.0,1.523,3.0,0,0,0,0,0,27,17,0.056,0,0,1,0,44,0.386,1,0
108.0,54,54.0,1.862,2.0,0,0,1,0,1,24,5,0.167,0,0,1,0,29,0.172,0,0
144.0,48,48.0,1.778,3.0,0,0,1,0,1,26,1,0.5,0,0,1,0,27,0.037,0,0
216.0,72,36.0,2.667,3.0,72,0,0,1,0,26,1,1.0,0,0,2,0,27,0.037,1,1
244.0,61,61.0,1.906,4.0,0,1,1,0,0,26,6,0.143,0,0,1,0,32,0.188,0,0
144.0,48,48.0,1.655,3.0,0,1,1,0,1,25,4,0.2,0,1,1,0,29,0.138,0,0
243.0,81,81.0,3.375,3.0,0,0,0,0,0,23,1,0.5,1,0,1,0,24,0.042,0,1
356.0,89,44.5,2.967,4.0,0,1,1,0,1,25,5,0.333,0,0,2,0,30,0.167,0,1
248.0,62,62.0,2.138,4.0,0,1,1,0,0,26,3,0.25,0,0,1,1,29,0.103,0,0
372.0,93,93.0,2.163,4.0,0,0,1,0,1,39,4,0.2,1,0,1,0,43,0.093,0,1
144.0,48,48.0,1.714,3.0,0,1,1,0,1,26,2,0.333,0,0,1,0,28,0.071,0,0
330.0,66,66.0,2.2,5.0,0,1,1,0,0,23,7,0.125,1,0,1,0,30,0.233,1,0
144.0,48,48.0,1.778,3.0,0,0,0,0,1,23,4,0.2,0,0,1,0,27,0.148,0,0
280.0,70,35.0,1.707,4.0,0,1,1,0,0,34,7,0.25,0,0,2,1,41,0.171,0,1
210.0,70,70.0,2.0,3.0,0,1,0,0,0,26,9,0.1,1,1,1,0,35,0.257,1,1
335.0,67,67.0,2.094,5.0,0,0,1,0,0,25,7,0.125,0,0,1,1,32,0.219,0,0
153.0,51,51.0,0.85,3.0,0,0,1,0,1,27,33,0.029,1,1,1,0,60,0.55,0,0
180.0,60,60.0,1.579,3.0,0,1,1,0,0,34,4,0.2,1,0,1,1,38,0.105,0,0
170.0,85,85.0,2.361,2.0,0,0,1,0,0,26,10,0.091,0,0,1,0,36,0.278,0,0
405.0,81,81.0,2.531,5.0,0,0,1,0,0,28,4,0.2,0,0,1,0,32,0.125,0,0
138.0,46,46.0,0.979,3.0,0,1,1,0,1,41,6,0.143,0,1,1,0,47,0.128,0,0
96.0,48,24.0,1.333,2.0,48,0,1,1,1,33,3,0.5,0,1,2,0,36,0.083,0,0
295.0,59,59.0,2.185,5.0,0,1,1,0,0,22,5,0.167,0,0,1,1,27,0.185,0,1
243.0,81,27.0,2.893,3.0,0,0,1,0,0,27,1,1.5,1,0,3,0,28,0.036,0,1
208.0,52,52.0,1.368,4.0,0,1,0,0,1,31,7,0.125,0,1,1,0,38,0.184,0,0
380.0,76,76.0,1.689,5.0,76,1,1,1,0,43,2,0.333,0,1,1,1,45,0.044,0,1
48.0,48,48.0,2.0,1.0,0,1,1,0,1,22,2,0.333,0,0,1,0,24,0.083,0,0
207.0,69,69.0,2.091,3.0,0,0,1,0,0,24,9,0.1,0,1,1,0,33,0.273,1,0
244.0,61,61.0,1.906,4.0,0,1,1,0,0,28,4,0.2,0,0,1,1,32,0.125,0,0
250.0,50,50.0,1.429,5.0,0,0,1,0,1,28,7,0.125,0,1,1,0,35,0.2,0,0
150.0,50,50.0,1.667,3.0,0,1,0,0,1,28,2,0.333,0,1,1,0,30,0.067,0,0
264.0,88,88.0,3.143,3.0,0,1,1,0,0,26,2,0.333,0,0,1,0,28,0.071,0,0
252.0,84,84.0,2.897,3.0,0,0,1,0,0,27,2,0.333,0,0,1,0,29,0.069,0,0
59.0,59,59.0,1.18,1.0,0,0,1,0,0,28,22,0.043,0,1,1,1,50,0.44,0,0
340.0,85,85.0,2.931,4.0,0,0,1,0,0,26,3,0.25,0,0,1,0,29,0.103,0,0
240.0,80,40.0,2.051,3.0,0,1,1,0,0,34,5,0.333,0,1,2,0,39,0.128,0,1
252.0,84,42.0,2.897,3.0,0,1,0,0,0,26,3,0.5,0,0,2,0,29,0.103,0,0
96.0,48,48.0,1.231,2.0,0,0,1,0,1,34,5,0.167,0,1,1,0,39,0.128,0,0
249.0,83,27.667,2.677,3.0,0,0,1,0,0,25,6,0.429,0,0,3,0,31,0.194,0,0
255.0,51,51.0,1.645,5.0,0,1,0,0,1,27,4,0.2,0,0,1,0,31,0.129,0,0
240.0,60,60.0,1.935,4.0,0,1,0,0,0,27,4,0.2,0,1,1,1,31,0.129,0,0
47.0,47,47.0,1.424,1.0,0,0,0,0,1,24,9,0.1,0,1,1,0,33,0.273,0,0
245.0,49,49.0,1.633,5.0,0,1,0,0,0,24,6,0.143,0,0,1,0,30,0.2,0,0
330.0,66,66.0,2.0,5.0,0,1,1,0,0,28,5,0.167,1,0,1,0,33,0.152,1,1
156.0,52,26.0,1.625,3.0,0,0,1,0,1,26,6,0.286,0,0,2,0,32,0.188,0,0
188.0,47,23.5,1.567,4.0,0,0,1,0,1,25,5,0.333,0,0,2,0,30,0.167,0,0
415.0,83,83.0,2.441,5.0,0,1,1,0,0,27,7,0.125,0,1,1,0,34,0.206,0,0
240.0,48,48.0,1.333,5.0,0,1,1,0,1,28,8,0.111,0,1,1,0,36,0.222,0,0
170.0,85,85.0,3.036,2.0,0,1,1,0,0,25,3,0.25,0,0,1,0,28,0.107,0,0
235.0,47,47.0,1.567,5.0,0,0,1,0,1,27,3,0.25,0,0,1,0,30,0.1,0,0
138.0,46,46.0,1.243,3.0,0,1,0,0,1,35,2,0.333,0,1,1,0,37,0.054,0,0
55.0,55,55.0,1.774,1.0,0,1,1,0,1,27,4,0.2,0,0,1,0,31,0.129,0,0
305.0,61,61.0,1.694,5.0,0,1,0,0,0,28,8,0.111,0,0,1,1,36,0.222,0,0
275.0,55,55.0,1.222,5.0,0,0,1,0,0,35,10,0.091,0,0,1,1,45,0.222,0,0
144.0,48,48.0,1.778,3.0,0,0,1,0,1,26,1,0.5,0,0,1,0,27,0.037,0,0
177.0,59,59.0,1.553,3.0,0,0,1,0,0,26,12,0.077,0,0,1,1,38,0.316,0,0
153.0,51,12.75,1.545,3.0,0,1,0,0,1,28,5,0.667,1,1,4,0,33,0.152,0,0
207.0,69,69.0,2.464,3.0,0,0,0,0,0,24,4,0.2,0,0,1,0,28,0.143,1,0
174.0,58,58.0,1.568,3.0,0,0,1,0,0,33,4,0.2,0,1,1,1,37,0.108,0,1
81.0,81,81.0,2.7,1.0,0,1,1,0,0,26,4,0.2,0,0,1,0,30,0.133,0,0
174.0,58,58.0,2.071,3.0,0,0,1,0,0,26,2,0.333,0,0,1,0,28,0.071,0,0
288.0,96,96.0,2.743,3.0,0,1,0,0,0,30,5,0.167,0,1,1,0,35,0.143,0,1
228.0,76,76.0,2.0,3.0,0,0,1,0,0,28,10,0.091,0,1,1,0,38,0.263,0,0
243.0,81,81.0,3.522,3.0,0,0,1,0,0,21,2,0.333,1,0,1,0,23,0.087,0,1
425.0,85,42.5,2.931,5.0,0,0,1,0,0,26,3,0.5,0,0,2,0,29,0.103,0,1
248.0,62,62.0,1.17,4.0,0,1,1,0,1,38,15,0.062,1,0,1,0,53,0.283,0,1
198.0,66,66.0,2.276,3.0,0,0,1,0,0,23,6,0.143,0,0,1,0,29,0.207,1,0
234.0,78,78.0,1.733,3.0,0,0,0,0,0,38,7,0.125,1,1,1,0,45,0.156,0,0
85.0,85,85.0,2.125,1.0,0,0,1,0,0,34,6,0.143,1,0,1,0,40,0.15,0,0
150.0,50,25.0,1.852,3.0,0,1,1,0,1,23,4,0.4,0,0,2,0,27,0.148,0,0
325.0,65,65.0,1.625,5.0,0,0,0,0,0,36,4,0.2,0,1,1,1,40,0.1,0,0
216.0,54,54.0,1.636,4.0,0,0,1,0,1,25,8,0.111,0,0,1,0,33,0.242,0,0
66.0,66,66.0,1.737,1.0,0,1,1,0,0,31,7,0.125,0,0,1,1,38,0.184,0,0
86.0,86,28.667,2.15,1.0,0,0,1,0,0,37,3,0.75,1,0,3,0,40,0.075,0,0
153.0,51,25.5,1.417,3.0,0,0,1,0,0,28,8,0.222,1,0,2,0,36,0.222,0,0
290.0,58,29.0,1.568,5.0,0,1,1,0,0,31,6,0.286,0,0,2,1,37,0.162,0,0
192.0,64,64.0,1.6,3.0,0,0,1,0,0,30,10,0.091,0,1,1,1,40,0.25,0,0
276.0,69,34.5,1.533,4.0,0,0,0,0,0,42,3,0.5,0,0,2,0,45,0.067,1,0
232.0,58,58.0,1.758,4.0,0,1,1,0,0,29,4,0.2,1,0,1,1,33,0.121,0,0
284.0,71,71.0,1.69,4.0,0,1,0,0,0,28,14,0.067,1,1,1,0,42,0.333,1,0
174.0,58,58.0,1.568,3.0,0,1,0,0,0,32,5,0.167,0,0,1,1,37,0.135,0,0
162.0,54,54.0,1.929,3.0,0,1,1,0,0,27,1,0.5,0,0,1,0,28,0.036,0,0
162.0,54,54.0,1.543,3.0,0,0,1,0,1,28,7,0.125,0,0,1,0,35,0.2,0,0
195.0,65,32.5,2.407,3.0,0,0,0,0,0,21,6,0.286,0,0,2,0,27,0.222,1,0
183.0,61,61.0,2.179,3.0,0,1,1,0,0,27,1,0.5,0,0,1,1,28,0.036,0,0
96.0,48,48.0,1.846,2.0,0,1,0,0,1,24,2,0.333,0,0,1,0,26,0.077,0,0
430.0,86,43.0,2.688,5.0,0,0,1,0,0,25,7,0.25,0,0,2,0,32,0.219,0,0
183.0,61,61.0,2.103,3.0,0,0,1,0,0,26,3,0.25,0,0,1,1,29,0.103,0,0
207.0,69,69.0,1.468,3.0,0,0,1,0,0,29,18,0.053,0,1,1,0,47,0.383,1,0
260.0,52,52.0,2.261,5.0,0,0,0,0,0,21,2,0.333,1,0,1,0,23,0.087,0,0
300.0,75,37.5,2.5,4.0,0,0,0,0,0,24,6,0.286,0,0,2,0,30,0.2,1,0
56.0,56,56.0,1.867,1.0,0,0,0,0,0,25,5,0.167,0,0,1,1,30,0.167,0,0
216.0,54,54.0,1.688,4.0,0,1,1,0,0,29,3,0.25,0,0,1,1,32,0.094,0,0
219.0,73,36.5,1.973,3.0,0,1,0,0,0,29,8,0.222,0,0,2,0,37,0.216,1,0
108.0,54,54.0,2.077,2.0,0,0,1,0,1,24,2,0.333,0,0,1,0,26,0.077,0,0
141.0,47,47.0,1.741,3.0,0,0,1,0,1,26,1,0.5,0,0,1,0,27,0.037,0,0
328.0,82,82.0,2.412,4.0,0,1,1,0,0,26,8,0.111,0,1,1,0,34,0.235,0,0
267.0,89,89.0,2.618,3.0,0,1,1,0,0,30,4,0.2,1,0,1,0,34,0.118,0,0
295.0,59,59.0,1.311,5.0,0,1,0,0,0,38,7,0.125,1,0,1,1,45,0.156,0,0
47.0,47,47.0,1.306,1.0,0,1,0,0,1,33,3,0.25,1,1,1,0,36,0.083,0,0
171.0,57,57.0,1.676,3.0,0,1,1,0,0,28,6,0.143,0,1,1,1,34,0.176,0,0
296.0,74,74.0,2.176,4.0,0,0,0,0,0,25,9,0.1,1,1,1,0,34,0.265,1,0
300.0,60,60.0,1.818,5.0,0,0,1,0,0,26,7,0.125,0,1,1,1,33,0.212,0,0
189.0,63,63.0,1.75,3.0,0,1,0,0,0,30,6,0.143,1,0,1,0,36,0.167,0,0
234.0,78,78.0,1.472,3.0,0,1,0,0,0,41,12,0.077,1,1,1,0,53,0.226,0,0
47.0,47,23.5,1.567,1.0,0,1,0,0,1,25,5,0.333,0,0,2,0,30,0.167,0,0
180.0,45,45.0,1.452,4.0,0,1,1,0,1,27,4,0.2,0,0,1,0,31,0.129,0,0
61.0,61,61.0,2.259,1.0,0,1,0,0,0,21,6,0.143,1,0,1,1,27,0.222,0,0
248.0,62,62.0,1.476,4.0,0,0,1,0,0,28,14,0.067,0,1,1,0,42,0.333,0,0
51.0,51,51.0,1.5,1.0,0,0,1,0,1,30,4,0.2,0,0,1,0,34,0.118,0,0
156.0,52,17.333,1.926,3.0,0,0,1,0,1,25,2,1.0,0,0,3,0,27,0.074,0,0
295.0,59,29.5,1.639,5.0,0,0,1,0,0,32,4,0.4,0,0,2,1,36,0.111,0,0
300.0,60,60.0,1.538,5.0,0,1,0,0,0,34,5,0.167,0,0,1,1,39,0.128,0,0
261.0,87,87.0,3.107,3.0,0,0,0,0,0,27,1,0.5,0,0,1,0,28,0.036,0,0
252.0,84,84.0,2.71,3.0,0,1,0,0,0,29,2,0.333,0,0,1,0,31,0.065,0,0
355.0,71,71.0,2.088,5.0,0,1,0,0,0,25,9,0.1,0,0,1,0,34,0.265,1,0
189.0,63,63.0,2.172,3.0,0,1,1,0,0,23,6,0.143,0,0,1,1,29,0.207,0,0
340.0,85,85.0,1.771,4.0,0,0,1,0,0,40,8,0.111,1,0,1,0,48,0.167,0,0
135.0,45,45.0,1.667,3.0,0,0,1,0,1,24,3,0.25,0,0,1,0,27,0.111,0,0
200.0,50,50.0,1.562,4.0,0,1,1,0,1,25,7,0.125,0,0,1,0,32,0.219,0,0
219.0,73,73.0,1.738,3.0,0,0,1,0,0,31,11,0.083,0,1,1,0,42,0.262,1,0
235.0,47,47.0,1.343,5.0,0,0,1,0,1,32,3,0.25,0,0,1,0,35,0.086,0,0
51.0,51,17.0,1.545,1.0,0,1,1,0,1,28,5,0.5,0,0,3,0,33,0.152,0,0
177.0,59,59.0,1.844,3.0,0,1,1,0,0,31,1,0.5,0,0,1,1,32,0.031,0,0
255.0,85,28.333,3.4,3.0,0,0,0,0,0,22,3,0.75,1,0,3,0,25,0.12,0,0
280.0,56,56.0,2.154,5.0,0,0,1,0,0,23,3,0.25,0,0,1,1,26,0.115,0,0
340.0,85,85.0,3.148,4.0,85,1,1,1,0,24,3,0.25,0,0,1,0,27,0.111,0,1
228.0,76,76.0,2.923,3.0,0,0,0,0,0,25,1,0.5,0,0,1,0,26,0.038,1,0
87.0,87,87.0,3.107,1.0,0,0,1,0,0,24,4,0.2,0,0,1,0,28,0.143,0,0
275.0,55,55.0,1.618,5.0,0,0,1,0,0,26,8,0.111,1,1,1,1,34,0.235,0,0
335.0,67,67.0,1.523,5.0,0,1,0,0,0,39,5,0.167,1,0,1,0,44,0.114,1,0
265.0,53,53.0,1.152,5.0,0,0,1,0,1,40,6,0.143,1,1,1,0,46,0.13,0,0
390.0,78,78.0,2.294,5.0,0,1,1,0,0,26,8,0.111,0,0,1,0,34,0.235,0,0
98.0,49,24.5,1.065,2.0,0,1,1,0,1,37,9,0.2,0,0,2,0,46,0.196,0,0
177.0,59,59.0,1.341,3.0,0,0,0,0,0,38,6,0.143,1,0,1,1,44,0.136,0,0
180.0,60,60.0,1.765,3.0,0,0,1,0,0,31,3,0.25,0,0,1,1,34,0.088,0,0
141.0,47,47.0,1.205,3.0,0,0,1,0,1,33,6,0.143,0,0,1,0,39,0.154,0,0
291.0,97,97.0,2.487,3.0,97,0,1,1,1,28,11,0.083,0,0,1,0,39,0.282,0,1
236.0,59,59.0,1.903,4.0,0,0,1,0,0,27,4,0.2,0,0,1,1,31,0.129,0,0
150.0,50,10.0,1.515,3.0,0,0,1,0,1,31,2,1.667,0,1,5,0,33,0.061,0,0
144.0,48,24.0,1.043,3.0,0,1,1,0,1,40,6,0.286,0,1,2,0,46,0.13,0,0
53.0,53,53.0,1.514,1.0,0,1,0,0,1,32,3,0.25,1,0,1,0,35,0.086,0,0
435.0,87,87.0,2.9,5.0,0,1,1,0,0,26,4,0.2,0,0,1,0,30,0.133,0,0
141.0,47,47.0,1.382,3.0,0,1,1,0,1,26,8,0.111,1,1,1,0,34,0.235,0,0
305.0,61,30.5,2.346,5.0,0,1,0,0,0,23,3,0.5,0,0,2,0,26,0.115,0,0
425.0,85,85.0,3.036,5.0,0,0,1,0,0,23,5,0.167,0,0,1,0,28,0.179,0,0
70.0,70,70.0,2.258,1.0,0,1,0,0,0,27,4,0.2,0,1,1,0,31,0.129,1,0
